year,ca,age_group,sex,diagnosis,number_of_deaths,crude_rate,easr,ca_name,hb_name
2016,S12000028,65-74 years,All,Cerebrovascular Disease,0,0,143.23,South Ayrshire,NHS Ayrshire and Arran
2016,S12000028,65-74 years,All,Stroke,0,0,79.84,South Ayrshire,NHS Ayrshire and Arran
2016,S12000028,65-74 years,All,Subarachnoid Haemorrhage,0,0,0,South Ayrshire,NHS Ayrshire and Arran
2016,S12000028,65-74 years,Male,Cerebrovascular Disease,0,0,183.63,South Ayrshire,NHS Ayrshire and Arran
2016,S12000028,65-74 years,Male,Stroke,0,0,82.29,South Ayrshire,NHS Ayrshire and Arran
2016,S12000028,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,South Ayrshire,NHS Ayrshire and Arran
2016,S12000028,65-74 years,Female,Cerebrovascular Disease,0,0,102.84,South Ayrshire,NHS Ayrshire and Arran
2016,S12000028,65-74 years,Female,Stroke,0,0,77.39,South Ayrshire,NHS Ayrshire and Arran
2016,S12000028,65-74 years,Female,Subarachnoid Haemorrhage,0,0,0,South Ayrshire,NHS Ayrshire and Arran
2016,S12000028,under75 years,All,Cerebrovascular Disease,0,0,28.29,South Ayrshire,NHS Ayrshire and Arran
2016,S12000028,under75 years,All,Stroke,0,0,14.28,South Ayrshire,NHS Ayrshire and Arran
2016,S12000028,under75 years,All,Subarachnoid Haemorrhage,0,0,4.02,South Ayrshire,NHS Ayrshire and Arran
2016,S12000028,under75 years,Male,Cerebrovascular Disease,0,0,32.01,South Ayrshire,NHS Ayrshire and Arran
2016,S12000028,under75 years,Male,Stroke,0,0,14.81,South Ayrshire,NHS Ayrshire and Arran
2016,S12000028,under75 years,Male,Subarachnoid Haemorrhage,0,0,1.73,South Ayrshire,NHS Ayrshire and Arran
2016,S12000028,under75 years,Female,Cerebrovascular Disease,0,0,24.56,South Ayrshire,NHS Ayrshire and Arran
2016,S12000028,under75 years,Female,Stroke,0,0,13.74,South Ayrshire,NHS Ayrshire and Arran
2016,S12000028,under75 years,Female,Subarachnoid Haemorrhage,0,0,6.31,South Ayrshire,NHS Ayrshire and Arran
2016,S12000028,75plus years,All,Cerebrovascular Disease,0,0,866.5,South Ayrshire,NHS Ayrshire and Arran
2016,S12000028,75plus years,All,Stroke,0,0,425.92,South Ayrshire,NHS Ayrshire and Arran
2016,S12000028,75plus years,All,Subarachnoid Haemorrhage,0,0,9.61,South Ayrshire,NHS Ayrshire and Arran
2016,S12000028,75plus years,Male,Cerebrovascular Disease,0,0,964.25,South Ayrshire,NHS Ayrshire and Arran
2016,S12000028,75plus years,Male,Stroke,0,0,467.58,South Ayrshire,NHS Ayrshire and Arran
2016,S12000028,75plus years,Male,Subarachnoid Haemorrhage,0,0,19.22,South Ayrshire,NHS Ayrshire and Arran
2016,S12000028,75plus years,Female,Cerebrovascular Disease,0,0,768.75,South Ayrshire,NHS Ayrshire and Arran
2016,S12000028,75plus years,Female,Stroke,0,0,384.25,South Ayrshire,NHS Ayrshire and Arran
2016,S12000028,75plus years,Female,Subarachnoid Haemorrhage,0,0,0,South Ayrshire,NHS Ayrshire and Arran
2016,S12000029,All,All,Cerebrovascular Disease,258,81.36,89.8,South Lanarkshire,NHS Lanarkshire
2016,S12000029,All,All,Cerebrovascular Disease,258,81.36,89.8,South Lanarkshire,NHS Lanarkshire
2016,S12000029,All,All,Stroke,133,41.94,47.38,South Lanarkshire,NHS Lanarkshire
2016,S12000029,All,All,Stroke,133,41.94,47.38,South Lanarkshire,NHS Lanarkshire
2016,S12000029,All,All,Subarachnoid Haemorrhage,6,1.89,1.95,South Lanarkshire,NHS Lanarkshire
2016,S12000029,All,All,Subarachnoid Haemorrhage,6,1.89,1.95,South Lanarkshire,NHS Lanarkshire
2016,S12000029,All,Male,Cerebrovascular Disease,101,66.02,89.88,South Lanarkshire,NHS Lanarkshire
2016,S12000029,All,Male,Cerebrovascular Disease,101,66.02,89.88,South Lanarkshire,NHS Lanarkshire
2016,S12000029,All,Male,Stroke,51,33.33,47.59,South Lanarkshire,NHS Lanarkshire
2016,S12000029,All,Male,Stroke,51,33.33,47.59,South Lanarkshire,NHS Lanarkshire
2016,S12000029,All,Male,Subarachnoid Haemorrhage,3,1.96,2.23,South Lanarkshire,NHS Lanarkshire
2016,S12000029,All,Male,Subarachnoid Haemorrhage,3,1.96,2.23,South Lanarkshire,NHS Lanarkshire
2016,S12000029,All,Female,Cerebrovascular Disease,157,95.67,89.71,South Lanarkshire,NHS Lanarkshire
2016,S12000029,All,Female,Cerebrovascular Disease,157,95.67,89.71,South Lanarkshire,NHS Lanarkshire
2016,S12000029,All,Female,Stroke,82,49.97,47.18,South Lanarkshire,NHS Lanarkshire
2016,S12000029,All,Female,Stroke,82,49.97,47.18,South Lanarkshire,NHS Lanarkshire
2016,S12000029,All,Female,Subarachnoid Haemorrhage,3,1.83,1.68,South Lanarkshire,NHS Lanarkshire
2016,S12000029,All,Female,Subarachnoid Haemorrhage,3,1.83,1.68,South Lanarkshire,NHS Lanarkshire
2016,S12000029,0-44 years,All,Cerebrovascular Disease,0,0,2.52,South Lanarkshire,NHS Lanarkshire
2016,S12000029,0-44 years,All,Cerebrovascular Disease,0,0,2.52,South Lanarkshire,NHS Lanarkshire
2016,S12000029,0-44 years,All,Stroke,0,0,1.31,South Lanarkshire,NHS Lanarkshire
2016,S12000029,0-44 years,All,Stroke,0,0,1.31,South Lanarkshire,NHS Lanarkshire
2016,S12000029,0-44 years,All,Subarachnoid Haemorrhage,0,0,0,South Lanarkshire,NHS Lanarkshire
2016,S12000029,0-44 years,All,Subarachnoid Haemorrhage,0,0,0,South Lanarkshire,NHS Lanarkshire
2016,S12000029,0-44 years,Male,Cerebrovascular Disease,0,0,1.39,South Lanarkshire,NHS Lanarkshire
2016,S12000029,0-44 years,Male,Cerebrovascular Disease,0,0,1.39,South Lanarkshire,NHS Lanarkshire
2016,S12000029,0-44 years,Male,Stroke,0,0,1.39,South Lanarkshire,NHS Lanarkshire
2016,S12000029,0-44 years,Male,Stroke,0,0,1.39,South Lanarkshire,NHS Lanarkshire
2016,S12000029,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,South Lanarkshire,NHS Lanarkshire
2016,S12000029,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,South Lanarkshire,NHS Lanarkshire
2016,S12000029,0-44 years,Female,Cerebrovascular Disease,0,0,3.64,South Lanarkshire,NHS Lanarkshire
2016,S12000029,0-44 years,Female,Cerebrovascular Disease,0,0,3.64,South Lanarkshire,NHS Lanarkshire
2016,S12000029,0-44 years,Female,Stroke,0,0,1.23,South Lanarkshire,NHS Lanarkshire
2016,S12000029,0-44 years,Female,Stroke,0,0,1.23,South Lanarkshire,NHS Lanarkshire
2016,S12000029,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,South Lanarkshire,NHS Lanarkshire
2016,S12000029,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,South Lanarkshire,NHS Lanarkshire
2016,S12000029,45-64 years,All,Cerebrovascular Disease,0,0,16.43,South Lanarkshire,NHS Lanarkshire
2016,S12000029,45-64 years,All,Cerebrovascular Disease,0,0,16.43,South Lanarkshire,NHS Lanarkshire
2016,S12000029,45-64 years,All,Stroke,0,0,5.49,South Lanarkshire,NHS Lanarkshire
2016,S12000029,45-64 years,All,Stroke,0,0,5.49,South Lanarkshire,NHS Lanarkshire
2016,S12000029,45-64 years,All,Subarachnoid Haemorrhage,0,0,1.07,South Lanarkshire,NHS Lanarkshire
2016,S12000029,45-64 years,All,Subarachnoid Haemorrhage,0,0,1.07,South Lanarkshire,NHS Lanarkshire
2016,S12000029,45-64 years,Male,Cerebrovascular Disease,0,0,24.41,South Lanarkshire,NHS Lanarkshire
2016,S12000029,45-64 years,Male,Cerebrovascular Disease,0,0,24.41,South Lanarkshire,NHS Lanarkshire
2016,S12000029,45-64 years,Male,Stroke,0,0,8.83,South Lanarkshire,NHS Lanarkshire
2016,S12000029,45-64 years,Male,Stroke,0,0,8.83,South Lanarkshire,NHS Lanarkshire
2016,S12000029,45-64 years,Male,Subarachnoid Haemorrhage,0,0,2.15,South Lanarkshire,NHS Lanarkshire
2016,S12000029,45-64 years,Male,Subarachnoid Haemorrhage,0,0,2.15,South Lanarkshire,NHS Lanarkshire
2016,S12000029,45-64 years,Female,Cerebrovascular Disease,0,0,8.44,South Lanarkshire,NHS Lanarkshire
2016,S12000029,45-64 years,Female,Cerebrovascular Disease,0,0,8.44,South Lanarkshire,NHS Lanarkshire
2016,S12000029,45-64 years,Female,Stroke,0,0,2.14,South Lanarkshire,NHS Lanarkshire
2016,S12000029,45-64 years,Female,Stroke,0,0,2.14,South Lanarkshire,NHS Lanarkshire
2016,S12000029,45-64 years,Female,Subarachnoid Haemorrhage,0,0,0,South Lanarkshire,NHS Lanarkshire
2016,S12000029,45-64 years,Female,Subarachnoid Haemorrhage,0,0,0,South Lanarkshire,NHS Lanarkshire
2016,S12000029,65-74 years,All,Cerebrovascular Disease,0,0,107.35,South Lanarkshire,NHS Lanarkshire
2016,S12000029,65-74 years,All,Cerebrovascular Disease,0,0,107.35,South Lanarkshire,NHS Lanarkshire
2016,S12000029,65-74 years,All,Stroke,0,0,76.74,South Lanarkshire,NHS Lanarkshire
2016,S12000029,65-74 years,All,Stroke,0,0,76.74,South Lanarkshire,NHS Lanarkshire
2016,S12000029,65-74 years,All,Subarachnoid Haemorrhage,0,0,3.12,South Lanarkshire,NHS Lanarkshire
2016,S12000029,65-74 years,All,Subarachnoid Haemorrhage,0,0,3.12,South Lanarkshire,NHS Lanarkshire
2016,S12000029,65-74 years,Male,Cerebrovascular Disease,0,0,102.75,South Lanarkshire,NHS Lanarkshire
2016,S12000029,65-74 years,Male,Cerebrovascular Disease,0,0,102.75,South Lanarkshire,NHS Lanarkshire
2016,S12000029,65-74 years,Male,Stroke,0,0,77.06,South Lanarkshire,NHS Lanarkshire
2016,S12000029,65-74 years,Male,Stroke,0,0,77.06,South Lanarkshire,NHS Lanarkshire
2016,S12000029,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,South Lanarkshire,NHS Lanarkshire
2016,S12000029,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,South Lanarkshire,NHS Lanarkshire
2016,S12000029,65-74 years,Female,Cerebrovascular Disease,0,0,111.96,South Lanarkshire,NHS Lanarkshire
2016,S12000029,65-74 years,Female,Cerebrovascular Disease,0,0,111.96,South Lanarkshire,NHS Lanarkshire
2016,S12000029,65-74 years,Female,Stroke,0,0,76.41,South Lanarkshire,NHS Lanarkshire
2016,S12000029,65-74 years,Female,Stroke,0,0,76.41,South Lanarkshire,NHS Lanarkshire
2016,S12000029,65-74 years,Female,Subarachnoid Haemorrhage,0,0,6.23,South Lanarkshire,NHS Lanarkshire
2016,S12000029,65-74 years,Female,Subarachnoid Haemorrhage,0,0,6.23,South Lanarkshire,NHS Lanarkshire
2016,S12000029,under75 years,All,Cerebrovascular Disease,0,0,18.66,South Lanarkshire,NHS Lanarkshire
2016,S12000029,under75 years,All,Cerebrovascular Disease,0,0,18.66,South Lanarkshire,NHS Lanarkshire
2016,S12000029,under75 years,All,Stroke,0,0,11.23,South Lanarkshire,NHS Lanarkshire
2016,S12000029,under75 years,All,Stroke,0,0,11.23,South Lanarkshire,NHS Lanarkshire
2016,S12000029,under75 years,All,Subarachnoid Haemorrhage,0,0,0.67,South Lanarkshire,NHS Lanarkshire
2016,S12000029,under75 years,All,Subarachnoid Haemorrhage,0,0,0.67,South Lanarkshire,NHS Lanarkshire
2016,S12000029,under75 years,Male,Cerebrovascular Disease,0,0,19.79,South Lanarkshire,NHS Lanarkshire
2016,S12000029,under75 years,Male,Cerebrovascular Disease,0,0,19.79,South Lanarkshire,NHS Lanarkshire
2016,S12000029,under75 years,Male,Stroke,0,0,12.29,South Lanarkshire,NHS Lanarkshire
2016,S12000029,under75 years,Male,Stroke,0,0,12.29,South Lanarkshire,NHS Lanarkshire
2016,S12000029,under75 years,Male,Subarachnoid Haemorrhage,0,0,0.63,South Lanarkshire,NHS Lanarkshire
2016,S12000029,under75 years,Male,Subarachnoid Haemorrhage,0,0,0.63,South Lanarkshire,NHS Lanarkshire
2016,S12000029,under75 years,Female,Cerebrovascular Disease,0,0,17.54,South Lanarkshire,NHS Lanarkshire
2016,S12000029,under75 years,Female,Cerebrovascular Disease,0,0,17.54,South Lanarkshire,NHS Lanarkshire
2016,S12000029,under75 years,Female,Stroke,0,0,10.17,South Lanarkshire,NHS Lanarkshire
2016,S12000029,under75 years,Female,Stroke,0,0,10.17,South Lanarkshire,NHS Lanarkshire
2016,S12000029,under75 years,Female,Subarachnoid Haemorrhage,0,0,0.72,South Lanarkshire,NHS Lanarkshire
2016,S12000029,under75 years,Female,Subarachnoid Haemorrhage,0,0,0.72,South Lanarkshire,NHS Lanarkshire
2016,S12000029,75plus years,All,Cerebrovascular Disease,0,0,809.01,South Lanarkshire,NHS Lanarkshire
2016,S12000029,75plus years,All,Cerebrovascular Disease,0,0,809.01,South Lanarkshire,NHS Lanarkshire
2016,S12000029,75plus years,All,Stroke,0,0,412.95,South Lanarkshire,NHS Lanarkshire
2016,S12000029,75plus years,All,Stroke,0,0,412.95,South Lanarkshire,NHS Lanarkshire
2016,S12000029,75plus years,All,Subarachnoid Haemorrhage,0,0,14.88,South Lanarkshire,NHS Lanarkshire
2016,S12000029,75plus years,All,Subarachnoid Haemorrhage,0,0,14.88,South Lanarkshire,NHS Lanarkshire
2016,S12000029,75plus years,Male,Cerebrovascular Disease,0,0,798.6,South Lanarkshire,NHS Lanarkshire
2016,S12000029,75plus years,Male,Cerebrovascular Disease,0,0,798.6,South Lanarkshire,NHS Lanarkshire
2016,S12000029,75plus years,Male,Stroke,0,0,404.56,South Lanarkshire,NHS Lanarkshire
2016,S12000029,75plus years,Male,Stroke,0,0,404.56,South Lanarkshire,NHS Lanarkshire
2016,S12000029,75plus years,Male,Subarachnoid Haemorrhage,0,0,18.41,South Lanarkshire,NHS Lanarkshire
2016,S12000029,75plus years,Male,Subarachnoid Haemorrhage,0,0,18.41,South Lanarkshire,NHS Lanarkshire
2016,S12000029,75plus years,Female,Cerebrovascular Disease,0,0,819.41,South Lanarkshire,NHS Lanarkshire
2016,S12000029,75plus years,Female,Cerebrovascular Disease,0,0,819.41,South Lanarkshire,NHS Lanarkshire
2016,S12000029,75plus years,Female,Stroke,0,0,421.34,South Lanarkshire,NHS Lanarkshire
2016,S12000029,75plus years,Female,Stroke,0,0,421.34,South Lanarkshire,NHS Lanarkshire
2016,S12000029,75plus years,Female,Subarachnoid Haemorrhage,0,0,11.35,South Lanarkshire,NHS Lanarkshire
2016,S12000029,75plus years,Female,Subarachnoid Haemorrhage,0,0,11.35,South Lanarkshire,NHS Lanarkshire
2016,S12000030,All,All,Cerebrovascular Disease,59,62.93,67.83,Stirling,NHS Forth Valley
2016,S12000030,All,All,Stroke,37,39.47,41.37,Stirling,NHS Forth Valley
2016,S12000030,All,All,Subarachnoid Haemorrhage,1,1.07,0.96,Stirling,NHS Forth Valley
2016,S12000030,All,Male,Cerebrovascular Disease,19,42.15,58.52,Stirling,NHS Forth Valley
2016,S12000030,All,Male,Stroke,12,26.62,34.13,Stirling,NHS Forth Valley
2016,S12000030,All,Male,Subarachnoid Haemorrhage,0,0,0,Stirling,NHS Forth Valley
2016,S12000030,All,Female,Cerebrovascular Disease,40,82.19,77.14,Stirling,NHS Forth Valley
2016,S12000030,All,Female,Stroke,25,51.37,48.62,Stirling,NHS Forth Valley
2016,S12000030,All,Female,Subarachnoid Haemorrhage,1,2.05,1.93,Stirling,NHS Forth Valley
2016,S12000030,0-44 years,All,Cerebrovascular Disease,0,0,0,Stirling,NHS Forth Valley
2016,S12000030,0-44 years,All,Stroke,0,0,0,Stirling,NHS Forth Valley
2016,S12000030,0-44 years,All,Subarachnoid Haemorrhage,0,0,0,Stirling,NHS Forth Valley
2016,S12000030,0-44 years,Male,Cerebrovascular Disease,0,0,0,Stirling,NHS Forth Valley
2016,S12000030,0-44 years,Male,Stroke,0,0,0,Stirling,NHS Forth Valley
2016,S12000030,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,Stirling,NHS Forth Valley
2016,S12000030,0-44 years,Female,Cerebrovascular Disease,0,0,0,Stirling,NHS Forth Valley
2016,S12000030,0-44 years,Female,Stroke,0,0,0,Stirling,NHS Forth Valley
2016,S12000030,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,Stirling,NHS Forth Valley
2016,S12000030,45-64 years,All,Cerebrovascular Disease,0,0,15.62,Stirling,NHS Forth Valley
2016,S12000030,45-64 years,All,Stroke,0,0,4.13,Stirling,NHS Forth Valley
2016,S12000030,45-64 years,All,Subarachnoid Haemorrhage,0,0,3.64,Stirling,NHS Forth Valley
2016,S12000030,45-64 years,Male,Cerebrovascular Disease,0,0,8.61,Stirling,NHS Forth Valley
2016,S12000030,45-64 years,Male,Stroke,0,0,0,Stirling,NHS Forth Valley
2016,S12000030,45-64 years,Male,Subarachnoid Haemorrhage,0,0,0,Stirling,NHS Forth Valley
2016,S12000030,45-64 years,Female,Cerebrovascular Disease,0,0,22.64,Stirling,NHS Forth Valley
2016,S12000030,45-64 years,Female,Stroke,0,0,8.26,Stirling,NHS Forth Valley
2016,S12000030,45-64 years,Female,Subarachnoid Haemorrhage,0,0,7.28,Stirling,NHS Forth Valley
2016,S12000030,65-74 years,All,Cerebrovascular Disease,0,0,55.54,Stirling,NHS Forth Valley
2016,S12000030,65-74 years,All,Stroke,0,0,55.54,Stirling,NHS Forth Valley
2016,S12000030,65-74 years,All,Subarachnoid Haemorrhage,0,0,0,Stirling,NHS Forth Valley
2016,S12000030,65-74 years,Male,Cerebrovascular Disease,0,0,69.01,Stirling,NHS Forth Valley
2016,S12000030,65-74 years,Male,Stroke,0,0,69.01,Stirling,NHS Forth Valley
2016,S12000030,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,Stirling,NHS Forth Valley
2016,S12000030,65-74 years,Female,Cerebrovascular Disease,0,0,42.07,Stirling,NHS Forth Valley
2016,S12000030,65-74 years,Female,Stroke,0,0,42.07,Stirling,NHS Forth Valley
2016,S12000030,65-74 years,Female,Subarachnoid Haemorrhage,0,0,0,Stirling,NHS Forth Valley
2016,S12000030,under75 years,All,Cerebrovascular Disease,0,0,10.96,Stirling,NHS Forth Valley
2016,S12000030,under75 years,All,Stroke,0,0,7.61,Stirling,NHS Forth Valley
2016,S12000030,under75 years,All,Subarachnoid Haemorrhage,0,0,1.06,Stirling,NHS Forth Valley
2016,S12000030,under75 years,Male,Cerebrovascular Disease,0,0,10.47,Stirling,NHS Forth Valley
2016,S12000030,under75 years,Male,Stroke,0,0,7.96,Stirling,NHS Forth Valley
2016,S12000030,under75 years,Male,Subarachnoid Haemorrhage,0,0,0,Stirling,NHS Forth Valley
2016,S12000030,under75 years,Female,Cerebrovascular Disease,0,0,11.45,Stirling,NHS Forth Valley
2016,S12000030,under75 years,Female,Stroke,0,0,7.26,Stirling,NHS Forth Valley
2016,S12000030,under75 years,Female,Subarachnoid Haemorrhage,0,0,2.12,Stirling,NHS Forth Valley
2016,S12000030,75plus years,All,Cerebrovascular Disease,0,0,642.89,Stirling,NHS Forth Valley
2016,S12000030,75plus years,All,Stroke,0,0,382.75,Stirling,NHS Forth Valley
2016,S12000030,75plus years,All,Subarachnoid Haemorrhage,0,0,0,Stirling,NHS Forth Valley
2016,S12000030,75plus years,Male,Cerebrovascular Disease,0,0,544.39,Stirling,NHS Forth Valley
2016,S12000030,75plus years,Male,Stroke,0,0,298.71,Stirling,NHS Forth Valley
2016,S12000030,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,Stirling,NHS Forth Valley
2016,S12000030,75plus years,Female,Cerebrovascular Disease,0,0,741.38,Stirling,NHS Forth Valley
2016,S12000030,75plus years,Female,Stroke,0,0,466.78,Stirling,NHS Forth Valley
2016,S12000030,75plus years,Female,Subarachnoid Haemorrhage,0,0,0,Stirling,NHS Forth Valley
2016,S12000033,All,All,Cerebrovascular Disease,143,62.22,80.68,Aberdeen City,NHS Grampian
2016,S12000033,All,All,Stroke,79,34.37,45.5,Aberdeen City,NHS Grampian
2016,S12000033,All,All,Subarachnoid Haemorrhage,7,3.05,3.23,Aberdeen City,NHS Grampian
2016,S12000033,All,Male,Cerebrovascular Disease,64,56.08,91.97,Aberdeen City,NHS Grampian
2016,S12000033,All,Male,Stroke,39,34.17,55.75,Aberdeen City,NHS Grampian
2016,S12000033,All,Male,Subarachnoid Haemorrhage,3,2.63,2.88,Aberdeen City,NHS Grampian
2016,S12000033,All,Female,Cerebrovascular Disease,79,68.27,69.38,Aberdeen City,NHS Grampian
2016,S12000033,All,Female,Stroke,40,34.57,35.24,Aberdeen City,NHS Grampian
2016,S12000033,All,Female,Subarachnoid Haemorrhage,4,3.46,3.58,Aberdeen City,NHS Grampian
2016,S12000033,0-44 years,All,Cerebrovascular Disease,0,0,1.31,Aberdeen City,NHS Grampian
2016,S12000033,0-44 years,All,Stroke,0,0,0.42,Aberdeen City,NHS Grampian
2016,S12000033,0-44 years,All,Subarachnoid Haemorrhage,0,0,0.89,Aberdeen City,NHS Grampian
2016,S12000033,0-44 years,Male,Cerebrovascular Disease,0,0,2.62,Aberdeen City,NHS Grampian
2016,S12000033,0-44 years,Male,Stroke,0,0,0.85,Aberdeen City,NHS Grampian
2016,S12000033,0-44 years,Male,Subarachnoid Haemorrhage,0,0,1.77,Aberdeen City,NHS Grampian
2016,S12000033,0-44 years,Female,Cerebrovascular Disease,0,0,0,Aberdeen City,NHS Grampian
2016,S12000033,0-44 years,Female,Stroke,0,0,0,Aberdeen City,NHS Grampian
2016,S12000033,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,Aberdeen City,NHS Grampian
2016,S12000033,45-64 years,All,Cerebrovascular Disease,0,0,16.54,Aberdeen City,NHS Grampian
2016,S12000033,45-64 years,All,Stroke,0,0,3.69,Aberdeen City,NHS Grampian
2016,S12000033,45-64 years,All,Subarachnoid Haemorrhage,0,0,5.57,Aberdeen City,NHS Grampian
2016,S12000033,45-64 years,Male,Cerebrovascular Disease,0,0,22.02,Aberdeen City,NHS Grampian
2016,S12000033,45-64 years,Male,Stroke,0,0,7.38,Aberdeen City,NHS Grampian
2016,S12000033,45-64 years,Male,Subarachnoid Haemorrhage,0,0,7.26,Aberdeen City,NHS Grampian
2016,S12000033,45-64 years,Female,Cerebrovascular Disease,0,0,11.06,Aberdeen City,NHS Grampian
2016,S12000033,45-64 years,Female,Stroke,0,0,0,Aberdeen City,NHS Grampian
2016,S12000033,45-64 years,Female,Subarachnoid Haemorrhage,0,0,3.89,Aberdeen City,NHS Grampian
2016,S12000033,65-74 years,All,Cerebrovascular Disease,0,0,73.82,Aberdeen City,NHS Grampian
2016,S12000033,65-74 years,All,Stroke,0,0,46.1,Aberdeen City,NHS Grampian
2016,S12000033,65-74 years,All,Subarachnoid Haemorrhage,0,0,4.66,Aberdeen City,NHS Grampian
2016,S12000033,65-74 years,Male,Cerebrovascular Disease,0,0,92.18,Aberdeen City,NHS Grampian
2016,S12000033,65-74 years,Male,Stroke,0,0,69.14,Aberdeen City,NHS Grampian
2016,S12000033,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,Aberdeen City,NHS Grampian
2016,S12000033,65-74 years,Female,Cerebrovascular Disease,0,0,55.45,Aberdeen City,NHS Grampian
2016,S12000033,65-74 years,Female,Stroke,0,0,23.07,Aberdeen City,NHS Grampian
2016,S12000033,65-74 years,Female,Subarachnoid Haemorrhage,0,0,9.32,Aberdeen City,NHS Grampian
2016,S12000033,under75 years,All,Cerebrovascular Disease,0,0,14.11,Aberdeen City,NHS Grampian
2016,S12000033,under75 years,All,Stroke,0,0,6.65,Aberdeen City,NHS Grampian
2016,S12000033,under75 years,All,Subarachnoid Haemorrhage,0,0,2.69,Aberdeen City,NHS Grampian
2016,S12000033,under75 years,Male,Cerebrovascular Disease,0,0,18.61,Aberdeen City,NHS Grampian
2016,S12000033,under75 years,Male,Stroke,0,0,10.63,Aberdeen City,NHS Grampian
2016,S12000033,under75 years,Male,Subarachnoid Haemorrhage,0,0,3.17,Aberdeen City,NHS Grampian
2016,S12000033,under75 years,Female,Cerebrovascular Disease,0,0,9.62,Aberdeen City,NHS Grampian
2016,S12000033,under75 years,Female,Stroke,0,0,2.66,Aberdeen City,NHS Grampian
2016,S12000033,under75 years,Female,Subarachnoid Haemorrhage,0,0,2.21,Aberdeen City,NHS Grampian
2016,S12000033,75plus years,All,Cerebrovascular Disease,0,0,753.71,Aberdeen City,NHS Grampian
2016,S12000033,75plus years,All,Stroke,0,0,438.31,Aberdeen City,NHS Grampian
2016,S12000033,75plus years,All,Subarachnoid Haemorrhage,0,0,8.71,Aberdeen City,NHS Grampian
2016,S12000033,75plus years,Male,Cerebrovascular Disease,0,0,833.79,Aberdeen City,NHS Grampian
2016,S12000033,75plus years,Male,Stroke,0,0,511.98,Aberdeen City,NHS Grampian
2016,S12000033,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,Aberdeen City,NHS Grampian
2016,S12000033,75plus years,Female,Cerebrovascular Disease,0,0,673.63,Aberdeen City,NHS Grampian
2016,S12000033,75plus years,Female,Stroke,0,0,364.64,Aberdeen City,NHS Grampian
2016,S12000033,75plus years,Female,Subarachnoid Haemorrhage,0,0,17.42,Aberdeen City,NHS Grampian
2016,S12000034,All,All,Cerebrovascular Disease,225,85.82,100.28,Aberdeenshire,NHS Grampian
2016,S12000034,All,All,Stroke,95,36.23,41.38,Aberdeenshire,NHS Grampian
2016,S12000034,All,All,Subarachnoid Haemorrhage,8,3.05,3.39,Aberdeenshire,NHS Grampian
2016,S12000034,All,Male,Cerebrovascular Disease,96,73.64,103.19,Aberdeenshire,NHS Grampian
2016,S12000034,All,Male,Stroke,43,32.98,43.37,Aberdeenshire,NHS Grampian
2016,S12000034,All,Male,Subarachnoid Haemorrhage,4,3.07,3.55,Aberdeenshire,NHS Grampian
2016,S12000034,All,Female,Cerebrovascular Disease,129,97.86,97.38,Aberdeenshire,NHS Grampian
2016,S12000034,All,Female,Stroke,52,39.45,39.38,Aberdeenshire,NHS Grampian
2016,S12000034,All,Female,Subarachnoid Haemorrhage,4,3.03,3.23,Aberdeenshire,NHS Grampian
2016,S12000034,0-44 years,All,Cerebrovascular Disease,0,0,2.96,Aberdeenshire,NHS Grampian
2016,S12000034,0-44 years,All,Stroke,0,0,2.25,Aberdeenshire,NHS Grampian
2016,S12000034,0-44 years,All,Subarachnoid Haemorrhage,0,0,0.71,Aberdeenshire,NHS Grampian
2016,S12000034,0-44 years,Male,Cerebrovascular Disease,0,0,2.97,Aberdeenshire,NHS Grampian
2016,S12000034,0-44 years,Male,Stroke,0,0,2.97,Aberdeenshire,NHS Grampian
2016,S12000034,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,Aberdeenshire,NHS Grampian
2016,S12000034,0-44 years,Female,Cerebrovascular Disease,0,0,2.95,Aberdeenshire,NHS Grampian
2016,S12000034,0-44 years,Female,Stroke,0,0,1.52,Aberdeenshire,NHS Grampian
2016,S12000034,0-44 years,Female,Subarachnoid Haemorrhage,0,0,1.43,Aberdeenshire,NHS Grampian
2016,S12000034,45-64 years,All,Cerebrovascular Disease,0,0,18.85,Aberdeenshire,NHS Grampian
2016,S12000034,45-64 years,All,Stroke,0,0,10.75,Aberdeenshire,NHS Grampian
2016,S12000034,45-64 years,All,Subarachnoid Haemorrhage,0,0,1.33,Aberdeenshire,NHS Grampian
2016,S12000034,45-64 years,Male,Cerebrovascular Disease,0,0,26.84,Aberdeenshire,NHS Grampian
2016,S12000034,45-64 years,Male,Stroke,0,0,16.08,Aberdeenshire,NHS Grampian
