year,hbr,age_group,sex,diagnosis,number_of_deaths,crude_rate,easr,hb_name
2017,S08000025,75plus years,Female,Stroke,NA,NA,474.6081,Orkney
2017,S08000025,75plus years,Female,Subarachnoid Haemorrhage,NA,NA,79.13897,Orkney
2017,S08000026,All,All,Cerebrovascular Disease,15,64.99133,63.26573,Shetland
2017,S08000026,All,All,Stroke,8,34.66205,34.40388,Shetland
2017,S08000026,All,All,Subarachnoid Haemorrhage,1,4.332756,4.211332,Shetland
2017,S08000026,All,Male,Cerebrovascular Disease,4,34.09769,36.78227,Shetland
2017,S08000026,All,Male,Stroke,3,25.57327,28.3596,Shetland
2017,S08000026,All,Male,Subarachnoid Haemorrhage,1,8.524422,8.422665,Shetland
2017,S08000026,All,Female,Cerebrovascular Disease,11,96.92484,89.74919,Shetland
2017,S08000026,All,Female,Stroke,5,44.05675,40.44816,Shetland
2017,S08000026,All,Female,Subarachnoid Haemorrhage,0,0,0,Shetland
2017,S08000026,0-44 years,All,Cerebrovascular Disease,NA,NA,7.798764,Shetland
2017,S08000026,0-44 years,All,Stroke,0,0,0,Shetland
2017,S08000026,0-44 years,All,Subarachnoid Haemorrhage,NA,NA,7.798764,Shetland
2017,S08000026,0-44 years,Male,Cerebrovascular Disease,NA,NA,15.59753,Shetland
2017,S08000026,0-44 years,Male,Stroke,0,0,0,Shetland
2017,S08000026,0-44 years,Male,Subarachnoid Haemorrhage,NA,NA,15.59753,Shetland
2017,S08000026,0-44 years,Female,Cerebrovascular Disease,0,0,0,Shetland
2017,S08000026,0-44 years,Female,Stroke,0,0,0,Shetland
2017,S08000026,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,Shetland
2017,S08000026,45-64 years,All,Cerebrovascular Disease,0,0,0,Shetland
2017,S08000026,45-64 years,All,Stroke,0,0,0,Shetland
2017,S08000026,45-64 years,All,Subarachnoid Haemorrhage,0,0,0,Shetland
2017,S08000026,45-64 years,Male,Cerebrovascular Disease,0,0,0,Shetland
2017,S08000026,45-64 years,Male,Stroke,0,0,0,Shetland
2017,S08000026,45-64 years,Male,Subarachnoid Haemorrhage,0,0,0,Shetland
2017,S08000026,45-64 years,Female,Cerebrovascular Disease,0,0,0,Shetland
2017,S08000026,45-64 years,Female,Stroke,0,0,0,Shetland
2017,S08000026,45-64 years,Female,Subarachnoid Haemorrhage,0,0,0,Shetland
2017,S08000026,65-74 years,All,Cerebrovascular Disease,NA,NA,75.02172,Shetland
2017,S08000026,65-74 years,All,Stroke,NA,NA,75.02172,Shetland
2017,S08000026,65-74 years,All,Subarachnoid Haemorrhage,0,0,0,Shetland
2017,S08000026,65-74 years,Male,Cerebrovascular Disease,NA,NA,150.0434,Shetland
2017,S08000026,65-74 years,Male,Stroke,NA,NA,150.0434,Shetland
2017,S08000026,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,Shetland
2017,S08000026,65-74 years,Female,Cerebrovascular Disease,0,0,0,Shetland
2017,S08000026,65-74 years,Female,Stroke,0,0,0,Shetland
2017,S08000026,65-74 years,Female,Subarachnoid Haemorrhage,0,0,0,Shetland
2017,S08000026,under75 years,All,Cerebrovascular Disease,NA,NA,13.28419,Shetland
2017,S08000026,under75 years,All,Stroke,NA,NA,8.656352,Shetland
2017,S08000026,under75 years,All,Subarachnoid Haemorrhage,NA,NA,4.627838,Shetland
2017,S08000026,under75 years,Male,Cerebrovascular Disease,NA,NA,26.56838,Shetland
2017,S08000026,under75 years,Male,Stroke,NA,NA,17.3127,Shetland
2017,S08000026,under75 years,Male,Subarachnoid Haemorrhage,NA,NA,9.255675,Shetland
2017,S08000026,under75 years,Female,Cerebrovascular Disease,0,0,0,Shetland
2017,S08000026,under75 years,Female,Stroke,0,0,0,Shetland
2017,S08000026,under75 years,Female,Subarachnoid Haemorrhage,0,0,0,Shetland
2017,S08000026,75plus years,All,Cerebrovascular Disease,NA,NA,568.6346,Shetland
2017,S08000026,75plus years,All,Stroke,NA,NA,294.74,Shetland
2017,S08000026,75plus years,All,Subarachnoid Haemorrhage,0,0,0,Shetland
2017,S08000026,75plus years,Male,Cerebrovascular Disease,NA,NA,140.056,Shetland
2017,S08000026,75plus years,Male,Stroke,NA,NA,140.056,Shetland
2017,S08000026,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,Shetland
2017,S08000026,75plus years,Female,Cerebrovascular Disease,NA,NA,997.2133,Shetland
2017,S08000026,75plus years,Female,Stroke,NA,NA,449.424,Shetland
2017,S08000026,75plus years,Female,Subarachnoid Haemorrhage,0,0,0,Shetland
2017,S08000028,All,All,Cerebrovascular Disease,31,115.0278,85.09883,Western Isles
2017,S08000028,All,All,Stroke,20,74.2115,53.78986,Western Isles
2017,S08000028,All,All,Subarachnoid Haemorrhage,2,7.42115,6.689637,Western Isles
2017,S08000028,All,Male,Cerebrovascular Disease,11,82.64463,82.25767,Western Isles
2017,S08000028,All,Male,Stroke,5,37.56574,41.02146,Western Isles
2017,S08000028,All,Male,Subarachnoid Haemorrhage,2,15.0263,13.37927,Western Isles
2017,S08000028,All,Female,Cerebrovascular Disease,20,146.6276,87.93999,Western Isles
2017,S08000028,All,Female,Stroke,15,109.9707,66.55825,Western Isles
2017,S08000028,All,Female,Subarachnoid Haemorrhage,0,0,0,Western Isles
2017,S08000028,0-44 years,All,Cerebrovascular Disease,0,0,0,Western Isles
2017,S08000028,0-44 years,All,Stroke,0,0,0,Western Isles
2017,S08000028,0-44 years,All,Subarachnoid Haemorrhage,0,0,0,Western Isles
2017,S08000028,0-44 years,Male,Cerebrovascular Disease,0,0,0,Western Isles
2017,S08000028,0-44 years,Male,Stroke,0,0,0,Western Isles
2017,S08000028,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,Western Isles
2017,S08000028,0-44 years,Female,Cerebrovascular Disease,0,0,0,Western Isles
2017,S08000028,0-44 years,Female,Stroke,0,0,0,Western Isles
2017,S08000028,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,Western Isles
2017,S08000028,45-64 years,All,Cerebrovascular Disease,NA,NA,12.7486,Western Isles
2017,S08000028,45-64 years,All,Stroke,0,0,0,Western Isles
2017,S08000028,45-64 years,All,Subarachnoid Haemorrhage,NA,NA,12.7486,Western Isles
2017,S08000028,45-64 years,Male,Cerebrovascular Disease,NA,NA,25.4972,Western Isles
2017,S08000028,45-64 years,Male,Stroke,0,0,0,Western Isles
2017,S08000028,45-64 years,Male,Subarachnoid Haemorrhage,NA,NA,25.4972,Western Isles
2017,S08000028,45-64 years,Female,Cerebrovascular Disease,0,0,0,Western Isles
2017,S08000028,45-64 years,Female,Stroke,0,0,0,Western Isles
2017,S08000028,45-64 years,Female,Subarachnoid Haemorrhage,0,0,0,Western Isles
2017,S08000028,65-74 years,All,Cerebrovascular Disease,NA,NA,56.77474,Western Isles
2017,S08000028,65-74 years,All,Stroke,NA,NA,27.08706,Western Isles
2017,S08000028,65-74 years,All,Subarachnoid Haemorrhage,0,0,0,Western Isles
2017,S08000028,65-74 years,Male,Cerebrovascular Disease,NA,NA,59.37537,Western Isles
2017,S08000028,65-74 years,Male,Stroke,0,0,0,Western Isles
2017,S08000028,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,Western Isles
2017,S08000028,65-74 years,Female,Cerebrovascular Disease,NA,NA,54.17412,Western Isles
2017,S08000028,65-74 years,Female,Stroke,NA,NA,54.17412,Western Isles
2017,S08000028,65-74 years,Female,Subarachnoid Haemorrhage,0,0,0,Western Isles
2017,S08000028,under75 years,All,Cerebrovascular Disease,NA,NA,10.26344,Western Isles
2017,S08000028,under75 years,All,Stroke,NA,NA,3.12543,Western Isles
2017,S08000028,under75 years,All,Subarachnoid Haemorrhage,NA,NA,3.712504,Western Isles
2017,S08000028,under75 years,Male,Cerebrovascular Disease,NA,NA,14.27601,Western Isles
2017,S08000028,under75 years,Male,Stroke,0,0,0,Western Isles
2017,S08000028,under75 years,Male,Subarachnoid Haemorrhage,NA,NA,7.425007,Western Isles
2017,S08000028,under75 years,Female,Cerebrovascular Disease,NA,NA,6.250859,Western Isles
2017,S08000028,under75 years,Female,Stroke,NA,NA,6.250859,Western Isles
2017,S08000028,under75 years,Female,Subarachnoid Haemorrhage,0,0,0,Western Isles
2017,S08000028,75plus years,All,Cerebrovascular Disease,NA,NA,841.7678,Western Isles
2017,S08000028,75plus years,All,Stroke,NA,NA,566.0635,Western Isles
2017,S08000028,75plus years,All,Subarachnoid Haemorrhage,NA,NA,36.79176,Western Isles
2017,S08000028,75plus years,Male,Cerebrovascular Disease,NA,NA,769.6277,Western Isles
2017,S08000028,75plus years,Male,Stroke,NA,NA,455.794,Western Isles
2017,S08000028,75plus years,Male,Subarachnoid Haemorrhage,NA,NA,73.58352,Western Isles
2017,S08000028,75plus years,Female,Cerebrovascular Disease,NA,NA,913.9078,Western Isles
2017,S08000028,75plus years,Female,Stroke,NA,NA,676.333,Western Isles
2017,S08000028,75plus years,Female,Subarachnoid Haemorrhage,0,0,0,Western Isles
2017,S08000030,All,All,Cerebrovascular Disease,327,78.58877,72.82617,Tayside
2017,S08000030,All,All,Stroke,168,40.37588,35.99142,Tayside
2017,S08000030,All,All,Subarachnoid Haemorrhage,11,2.643659,2.408685,Tayside
2017,S08000030,All,Male,Cerebrovascular Disease,135,66.64462,76.56776,Tayside
2017,S08000030,All,Male,Stroke,63,31.10082,34.1993,Tayside
2017,S08000030,All,Male,Subarachnoid Haemorrhage,2,0.987328,0.997619,Tayside
2017,S08000030,All,Female,Cerebrovascular Disease,192,89.92006,69.08459,Tayside
2017,S08000030,All,Female,Stroke,105,49.17503,37.78355,Tayside
2017,S08000030,All,Female,Subarachnoid Haemorrhage,9,4.215003,3.81975,Tayside
2017,S08000030,0-44 years,All,Cerebrovascular Disease,0,0,0,Tayside
2017,S08000030,0-44 years,All,Stroke,0,0,0,Tayside
2017,S08000030,0-44 years,All,Subarachnoid Haemorrhage,0,0,0,Tayside
2017,S08000030,0-44 years,Male,Cerebrovascular Disease,0,0,0,Tayside
2017,S08000030,0-44 years,Male,Stroke,0,0,0,Tayside
2017,S08000030,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,Tayside
2017,S08000030,0-44 years,Female,Cerebrovascular Disease,0,0,0,Tayside
2017,S08000030,0-44 years,Female,Stroke,0,0,0,Tayside
2017,S08000030,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,Tayside
2017,S08000030,45-64 years,All,Cerebrovascular Disease,22,19.33556,19.43764,Tayside
2017,S08000030,45-64 years,All,Stroke,12,10.54667,10.72993,Tayside
2017,S08000030,45-64 years,All,Subarachnoid Haemorrhage,4,3.515556,3.453158,Tayside
2017,S08000030,45-64 years,Male,Cerebrovascular Disease,13,23.49072,23.19073,Tayside
2017,S08000030,45-64 years,Male,Stroke,8,14.45583,14.37891,Tayside
2017,S08000030,45-64 years,Male,Subarachnoid Haemorrhage,0,0,0,Tayside
2017,S08000030,45-64 years,Female,Cerebrovascular Disease,9,15.40067,15.68454,Tayside
2017,S08000030,45-64 years,Female,Stroke,4,6.844744,7.080956,Tayside
2017,S08000030,45-64 years,Female,Subarachnoid Haemorrhage,4,6.844744,6.906316,Tayside
2017,S08000030,65-74 years,All,Cerebrovascular Disease,33,70.11282,71.36522,Tayside
2017,S08000030,65-74 years,All,Stroke,19,40.36799,40.93037,Tayside
2017,S08000030,65-74 years,All,Subarachnoid Haemorrhage,3,6.373893,6.16614,Tayside
2017,S08000030,65-74 years,Male,Cerebrovascular Disease,19,84.33575,85.3141,Tayside
2017,S08000030,65-74 years,Male,Stroke,11,48.82596,49.10896,Tayside
2017,S08000030,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,Tayside
2017,S08000030,65-74 years,Female,Cerebrovascular Disease,14,57.05436,57.41635,Tayside
2017,S08000030,65-74 years,Female,Stroke,8,32.60249,32.75179,Tayside
2017,S08000030,65-74 years,Female,Subarachnoid Haemorrhage,3,12.22594,12.33228,Tayside
2017,S08000030,under75 years,All,Cerebrovascular Disease,55,14.63175,13.89486,Tayside
2017,S08000030,under75 years,All,Stroke,31,8.246984,7.847387,Tayside
2017,S08000030,under75 years,All,Subarachnoid Haemorrhage,7,1.862222,1.717068,Tayside
2017,S08000030,under75 years,Male,Cerebrovascular Disease,32,17.20634,16.59728,Tayside
2017,S08000030,under75 years,Male,Stroke,19,10.21626,9.853684,Tayside
2017,S08000030,under75 years,Male,Subarachnoid Haemorrhage,0,0,0,Tayside
2017,S08000030,under75 years,Female,Cerebrovascular Disease,23,12.11055,11.19244,Tayside
2017,S08000030,under75 years,Female,Stroke,12,6.31855,5.841089,Tayside
2017,S08000030,under75 years,Female,Subarachnoid Haemorrhage,7,3.685821,3.434135,Tayside
2017,S08000030,75plus years,All,Cerebrovascular Disease,272,676.7011,668.6872,Tayside
2017,S08000030,75plus years,All,Stroke,137,340.8384,320.5589,Tayside
2017,S08000030,75plus years,All,Subarachnoid Haemorrhage,4,9.951487,9.401699,Tayside
2017,S08000030,75plus years,Male,Cerebrovascular Disease,103,620.8934,682.9359,Tayside
2017,S08000030,75plus years,Male,Stroke,44,265.236,280.3605,Tayside
2017,S08000030,75plus years,Male,Subarachnoid Haemorrhage,2,12.05618,11.08466,Tayside
2017,S08000030,75plus years,Female,Cerebrovascular Disease,169,715.9197,654.4385,Tayside
2017,S08000030,75plus years,Female,Stroke,93,393.9676,360.7573,Tayside
2017,S08000030,75plus years,Female,Subarachnoid Haemorrhage,2,8.472422,7.718741,Tayside
2017,S08000021,All,All,Cerebrovascular Disease,781,66.80295,79.15185,NA
2017,S08000021,All,All,Stroke,406,34.72727,40.22087,NA
2017,S08000021,All,All,Subarachnoid Haemorrhage,36,3.079265,3.400999,NA
2017,S08000021,All,Male,Cerebrovascular Disease,324,57.24109,83.83168,NA
2017,S08000021,All,Male,Stroke,163,28.79721,40.91619,NA
2017,S08000021,All,Male,Subarachnoid Haemorrhage,10,1.7667,2.209453,NA
2017,S08000021,All,Female,Cerebrovascular Disease,457,75.7773,74.47201,NA
2017,S08000021,All,Female,Stroke,243,40.29296,39.52554,NA
2017,S08000021,All,Female,Subarachnoid Haemorrhage,26,4.311181,4.592545,NA
2017,S08000021,0-44 years,All,Cerebrovascular Disease,21,3.155736,3.642429,NA
2017,S08000021,0-44 years,All,Stroke,6,0.901639,1.025219,NA
2017,S08000021,0-44 years,All,Subarachnoid Haemorrhage,10,1.502731,1.777597,NA
2017,S08000021,0-44 years,Male,Cerebrovascular Disease,11,3.286702,3.869321,NA
2017,S08000021,0-44 years,Male,Stroke,4,1.195164,1.45698,NA
2017,S08000021,0-44 years,Male,Subarachnoid Haemorrhage,2,0.597582,0.733116,NA
2017,S08000021,0-44 years,Female,Cerebrovascular Disease,10,3.023221,3.415537,NA
2017,S08000021,0-44 years,Female,Stroke,2,0.604644,0.593459,NA
2017,S08000021,0-44 years,Female,Subarachnoid Haemorrhage,8,2.418577,2.822078,NA
2017,S08000021,45-64 years,All,Cerebrovascular Disease,67,21.49282,22.04326,NA
2017,S08000021,45-64 years,All,Stroke,42,13.47311,13.78964,NA
2017,S08000021,45-64 years,All,Subarachnoid Haemorrhage,11,3.528672,3.513216,NA
2017,S08000021,45-64 years,Male,Cerebrovascular Disease,39,26.22501,26.56665,NA
2017,S08000021,45-64 years,Male,Stroke,28,18.82821,18.93501,NA
2017,S08000021,45-64 years,Male,Subarachnoid Haemorrhage,3,2.017309,2.057088,NA
2017,S08000021,45-64 years,Female,Cerebrovascular Disease,28,17.17591,17.51988,NA
2017,S08000021,45-64 years,Female,Stroke,14,8.587956,8.644266,NA
2017,S08000021,45-64 years,Female,Subarachnoid Haemorrhage,8,4.907403,4.969343,NA
2017,S08000021,65-74 years,All,Cerebrovascular Disease,106,101.835,103.8015,NA
2017,S08000021,65-74 years,All,Stroke,63,60.52455,61.33229,NA
2017,S08000021,65-74 years,All,Subarachnoid Haemorrhage,4,3.842828,3.670908,NA
2017,S08000021,65-74 years,Male,Cerebrovascular Disease,60,122.5265,123.2318,NA
2017,S08000021,65-74 years,Male,Stroke,32,65.34746,65.72362,NA
2017,S08000021,65-74 years,Male,Subarachnoid Haemorrhage,1,2.042108,1.939676,NA
2017,S08000021,65-74 years,Female,Cerebrovascular Disease,46,83.45277,84.37123,NA
2017,S08000021,65-74 years,Female,Stroke,31,56.23991,56.94096,NA
2017,S08000021,65-74 years,Female,Subarachnoid Haemorrhage,3,5.442572,5.40214,NA
2017,S08000021,under75 years,All,Cerebrovascular Disease,194,17.94175,20.55773,NA
2017,S08000021,under75 years,All,Stroke,111,10.26564,11.70084,NA
2017,S08000021,under75 years,All,Subarachnoid Haemorrhage,25,2.312081,2.501484,NA
2017,S08000021,under75 years,Male,Cerebrovascular Disease,110,20.66255,24.25157,NA
2017,S08000021,under75 years,Male,Stroke,64,12.02185,13.96212,NA
2017,S08000021,under75 years,Male,Subarachnoid Haemorrhage,6,1.127048,1.257887,NA
2017,S08000021,under75 years,Female,Cerebrovascular Disease,84,15.30297,16.86389,NA
2017,S08000021,under75 years,Female,Stroke,47,8.562377,9.43956,NA
2017,S08000021,under75 years,Female,Subarachnoid Haemorrhage,19,3.461386,3.74508,NA
2017,S08000021,75plus years,All,Cerebrovascular Disease,587,668.3137,671.6034,NA
2017,S08000021,75plus years,All,Stroke,295,335.8647,328.59,NA
2017,S08000021,75plus years,All,Subarachnoid Haemorrhage,11,12.52377,12.4961,NA
2017,S08000021,75plus years,Male,Cerebrovascular Disease,214,635.7128,686.2528,NA
2017,S08000021,75plus years,Male,Stroke,99,294.0914,313.4518,NA
2017,S08000021,75plus years,Male,Subarachnoid Haemorrhage,4,11.88248,11.83084,NA
2017,S08000021,75plus years,Female,Cerebrovascular Disease,373,688.573,656.9541,NA
2017,S08000021,75plus years,Female,Stroke,196,361.8239,343.7283,NA
2017,S08000021,75plus years,Female,Subarachnoid Haemorrhage,7,12.92228,13.16135,NA
2017,S08000023,All,All,Cerebrovascular Disease,498,75.66894,88.76345,NA
2017,S08000023,All,All,Stroke,284,43.15257,49.53283,NA
2017,S08000023,All,All,Subarachnoid Haemorrhage,20,3.038913,3.322044,NA
2017,S08000023,All,Male,Cerebrovascular Disease,194,60.95377,87.23401,NA
2017,S08000023,All,Male,Stroke,100,31.41947,43.67796,NA
2017,S08000023,All,Male,Subarachnoid Haemorrhage,10,3.141947,3.858091,NA
2017,S08000023,All,Female,Cerebrovascular Disease,304,89.44965,90.2929,NA
2017,S08000023,All,Female,Stroke,184,54.14058,55.38771,NA
2017,S08000023,All,Female,Subarachnoid Haemorrhage,10,2.942423,2.785997,NA
2017,S08000023,0-44 years,All,Cerebrovascular Disease,5,1.429744,1.562622,NA
2017,S08000023,0-44 years,All,Stroke,4,1.143795,1.245357,NA
2017,S08000023,0-44 years,All,Subarachnoid Haemorrhage,0,0,0,NA
2017,S08000023,0-44 years,Male,Cerebrovascular Disease,2,1.145082,1.275595,NA
2017,S08000023,0-44 years,Male,Stroke,1,0.572541,0.641064,NA
2017,S08000023,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,NA
2017,S08000023,0-44 years,Female,Cerebrovascular Disease,3,1.713767,1.84965,NA
2017,S08000023,0-44 years,Female,Stroke,3,1.713767,1.84965,NA
2017,S08000023,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,NA
2017,S08000023,45-64 years,All,Cerebrovascular Disease,40,20.95272,21.24474,NA
2017,S08000023,45-64 years,All,Stroke,20,10.47636,10.66937,NA
2017,S08000023,45-64 years,All,Subarachnoid Haemorrhage,9,4.714362,4.80593,NA
2017,S08000023,45-64 years,Male,Cerebrovascular Disease,21,22.839,23.07892,NA
2017,S08000023,45-64 years,Male,Stroke,11,11.96328,12.08719,NA
2017,S08000023,45-64 years,Male,Subarachnoid Haemorrhage,5,5.437856,5.515569,NA
2017,S08000023,45-64 years,Female,Cerebrovascular Disease,19,19.20006,19.41056,NA
2017,S08000023,45-64 years,Female,Stroke,9,9.094767,9.251546,NA
2017,S08000023,45-64 years,Female,Subarachnoid Haemorrhage,4,4.042119,4.096291,NA
2017,S08000023,65-74 years,All,Cerebrovascular Disease,65,97.2457,99.96742,NA
2017,S08000023,65-74 years,All,Stroke,38,56.85133,58.26999,NA
2017,S08000023,65-74 years,All,Subarachnoid Haemorrhage,3,4.488263,4.349827,NA
2017,S08000023,65-74 years,Male,Cerebrovascular Disease,36,114.3656,117.2443,NA
2017,S08000023,65-74 years,Male,Stroke,21,66.71326,67.87321,NA
2017,S08000023,65-74 years,Male,Subarachnoid Haemorrhage,1,3.176822,3.029026,NA
2017,S08000023,65-74 years,Female,Cerebrovascular Disease,29,82.00662,82.69054,NA
2017,S08000023,65-74 years,Female,Stroke,17,48.07284,48.66677,NA
2017,S08000023,65-74 years,Female,Subarachnoid Haemorrhage,2,5.655629,5.670628,NA
2017,S08000023,under75 years,All,Cerebrovascular Disease,110,18.10819,18.64863,NA
2017,S08000023,under75 years,All,Stroke,62,10.20643,10.56948,NA
2017,S08000023,under75 years,All,Subarachnoid Haemorrhage,12,1.975439,1.901432,NA
2017,S08000023,under75 years,Male,Cerebrovascular Disease,59,19.79295,21.00592,NA
2017,S08000023,under75 years,Male,Stroke,33,11.07063,11.73183,NA
2017,S08000023,under75 years,Male,Subarachnoid Haemorrhage,6,2.012842,1.955685,NA
2017,S08000023,under75 years,Female,Cerebrovascular Disease,51,16.4849,16.29134,NA
2017,S08000023,under75 years,Female,Stroke,29,9.373768,9.407123,NA
2017,S08000023,under75 years,Female,Subarachnoid Haemorrhage,6,1.9394,1.847179,NA
2017,S08000023,75plus years,All,Cerebrovascular Disease,388,765.7391,797.7023,NA
2017,S08000023,75plus years,All,Stroke,222,438.1291,443.4957,NA
2017,S08000023,75plus years,All,Subarachnoid Haemorrhage,8,15.78843,17.68601,NA
2017,S08000023,75plus years,Male,Cerebrovascular Disease,135,668.7141,756.8736,NA
2017,S08000023,75plus years,Male,Stroke,67,331.8803,366.6888,NA
2017,S08000023,75plus years,Male,Subarachnoid Haemorrhage,4,19.81375,23.09353,NA
2017,S08000023,75plus years,Female,Cerebrovascular Disease,253,829.998,838.5309,NA
2017,S08000023,75plus years,Female,Stroke,155,508.4968,520.3025,NA
2017,S08000023,75plus years,Female,Subarachnoid Haemorrhage,4,13.1225,12.27848,NA
2018,S92000003,All,All,Cerebrovascular Disease,3835,70.52095,76.37857,Scotland
2018,S92000003,All,All,Stroke,2072,38.10154,40.44872,Scotland
2018,S92000003,All,All,Subarachnoid Haemorrhage,147,2.70315,2.685487,Scotland
2018,S92000003,All,Male,Cerebrovascular Disease,1622,61.23641,79.74514,Scotland
2018,S92000003,All,Male,Stroke,840,31.71306,40.32623,Scotland
2018,S92000003,All,Male,Subarachnoid Haemorrhage,48,1.812175,1.97296,Scotland
2018,S92000003,All,Female,Cerebrovascular Disease,2213,79.33751,73.012,Scotland
2018,S92000003,All,Female,Stroke,1232,44.16801,40.57122,Scotland
2018,S92000003,All,Female,Subarachnoid Haemorrhage,99,3.549215,3.398013,Scotland
2018,S92000003,0-44 years,All,Cerebrovascular Disease,30,1.030912,1.143327,Scotland
2018,S92000003,0-44 years,All,Stroke,12,0.412365,0.462427,Scotland
2018,S92000003,0-44 years,All,Subarachnoid Haemorrhage,12,0.412365,0.448772,Scotland
2018,S92000003,0-44 years,Male,Cerebrovascular Disease,18,1.231881,1.383348,Scotland
2018,S92000003,0-44 years,Male,Stroke,8,0.547503,0.618495,Scotland
2018,S92000003,0-44 years,Male,Subarachnoid Haemorrhage,6,0.410627,0.453775,Scotland
2018,S92000003,0-44 years,Female,Cerebrovascular Disease,12,0.828234,0.903306,Scotland
2018,S92000003,0-44 years,Female,Stroke,4,0.276078,0.306358,Scotland
2018,S92000003,0-44 years,Female,Subarachnoid Haemorrhage,6,0.414117,0.443769,Scotland
2018,S92000003,45-64 years,All,Cerebrovascular Disease,283,18.8423,18.7621,Scotland
2018,S92000003,45-64 years,All,Stroke,158,10.51973,10.45036,Scotland
2018,S92000003,45-64 years,All,Subarachnoid Haemorrhage,58,3.861672,3.793563,Scotland
2018,S92000003,45-64 years,Male,Cerebrovascular Disease,157,21.57408,21.4026,Scotland
2018,S92000003,45-64 years,Male,Stroke,97,13.32921,13.14363,Scotland
2018,S92000003,45-64 years,Male,Subarachnoid Haemorrhage,18,2.473462,2.47345,Scotland
2018,S92000003,45-64 years,Female,Cerebrovascular Disease,126,16.27455,16.1216,Scotland
2018,S92000003,45-64 years,Female,Stroke,61,7.878948,7.757092,Scotland
2018,S92000003,45-64 years,Female,Subarachnoid Haemorrhage,40,5.166524,5.113676,Scotland
2018,S92000003,65-74 years,All,Cerebrovascular Disease,528,92.40818,93.06859,Scotland
2018,S92000003,65-74 years,All,Stroke,294,51.45455,51.81308,Scotland
2018,S92000003,65-74 years,All,Subarachnoid Haemorrhage,31,5.42548,5.311007,Scotland
2018,S92000003,65-74 years,Male,Cerebrovascular Disease,287,104.9863,105.38,Scotland
2018,S92000003,65-74 years,Male,Stroke,160,58.52895,58.74293,Scotland
2018,S92000003,65-74 years,Male,Subarachnoid Haemorrhage,7,2.560641,2.548055,Scotland
2018,S92000003,65-74 years,Female,Cerebrovascular Disease,241,80.87004,80.75722,Scotland
2018,S92000003,65-74 years,Female,Stroke,134,44.96508,44.88324,Scotland
2018,S92000003,65-74 years,Female,Subarachnoid Haemorrhage,24,8.053448,8.07396,Scotland
2018,S92000003,under75 years,All,Cerebrovascular Disease,841,16.87615,16.88083,Scotland
2018,S92000003,under75 years,All,Stroke,464,9.310979,9.296077,Scotland
2018,S92000003,under75 years,All,Subarachnoid Haemorrhage,101,2.026743,1.983832,Scotland
2018,S92000003,under75 years,Male,Cerebrovascular Disease,462,18.76314,19.21274,Scotland
2018,S92000003,under75 years,Male,Stroke,265,10.76241,10.97259,Scotland
2018,S92000003,under75 years,Male,Subarachnoid Haemorrhage,31,1.258999,1.28357,Scotland
2018,S92000003,under75 years,Female,Cerebrovascular Disease,379,15.03318,14.54892,Scotland
2018,S92000003,under75 years,Female,Stroke,199,7.893411,7.619564,Scotland
2018,S92000003,under75 years,Female,Subarachnoid Haemorrhage,70,2.776577,2.684093,Scotland
2018,S92000003,75plus years,All,Cerebrovascular Disease,2994,658.404,677.9668,Scotland
2018,S92000003,75plus years,All,Stroke,1608,353.6118,355.4366,Scotland
2018,S92000003,75plus years,All,Subarachnoid Haemorrhage,46,10.11576,9.780001,Scotland
2018,S92000003,75plus years,Male,Cerebrovascular Disease,1160,622.0606,691.7949,Scotland
2018,S92000003,75plus years,Male,Stroke,575,308.349,337.1242,Scotland
2018,S92000003,75plus years,Male,Subarachnoid Haemorrhage,17,9.116406,8.943463,Scotland
2018,S92000003,75plus years,Female,Cerebrovascular Disease,1834,683.6676,664.1387,Scotland
2018,S92000003,75plus years,Female,Stroke,1033,385.0756,373.749,Scotland
2018,S92000003,75plus years,Female,Subarachnoid Haemorrhage,29,10.81045,10.61654,Scotland
2018,S08000015,All,All,Cerebrovascular Disease,344,93.05597,87.12681,Ayrshire and Arran
2018,S08000015,All,All,Stroke,181,48.96259,44.27791,Ayrshire and Arran
2018,S08000015,All,All,Subarachnoid Haemorrhage,10,2.705115,2.512078,Ayrshire and Arran
2018,S08000015,All,Male,Cerebrovascular Disease,145,81.82105,90.18637,Ayrshire and Arran
2018,S08000015,All,Male,Stroke,68,38.37125,40.97245,Ayrshire and Arran
2018,S08000015,All,Male,Subarachnoid Haemorrhage,5,2.821416,2.673268,Ayrshire and Arran
2018,S08000015,All,Female,Cerebrovascular Disease,199,103.4013,84.06724,Ayrshire and Arran
2018,S08000015,All,Female,Stroke,113,58.71533,47.58337,Ayrshire and Arran
2018,S08000015,All,Female,Subarachnoid Haemorrhage,5,2.598023,2.350888,Ayrshire and Arran
