year,hbr,admission_type,age_group,sex,diagnosis,number_of_discharges,crude_rate,easr,hb_name
2017,S92000003,Transfer,0-44 years,Female,Subarachnoid Haemorrhage,74,5.098100544,5.502665666,Scotland
2017,S92000003,Transfer,0-44 years,Female,TIAs and related syndromes,16,1.10229201,1.199603402,Scotland
2017,S92000003,Transfer,45-64 years,All,Cerebrovascular Disease,4280,285.3302898,286.8700583,Scotland
2017,S92000003,Transfer,45-64 years,All,Stroke,2881,192.064618,193.9846708,Scotland
2017,S92000003,Transfer,45-64 years,All,Subarachnoid Haemorrhage,581,38.73292018,38.07405337,Scotland
2017,S92000003,Transfer,45-64 years,All,TIAs and related syndromes,420,27.99970134,28.2148094,Scotland
2017,S92000003,Transfer,45-64 years,Male,Cerebrovascular Disease,2477,340.5358662,340.052501,Scotland
2017,S92000003,Transfer,45-64 years,Male,Stroke,1867,256.6735819,256.3591364,Scotland
2017,S92000003,Transfer,45-64 years,Male,Subarachnoid Haemorrhage,151,20.75935236,20.56680593,Scotland
2017,S92000003,Transfer,45-64 years,Male,TIAs and related syndromes,247,33.95735122,34.00541595,Scotland
2017,S92000003,Transfer,45-64 years,Female,Cerebrovascular Disease,1803,233.3578814,233.6876155,Scotland
2017,S92000003,Transfer,45-64 years,Female,Stroke,1014,131.2395406,131.6102051,Scotland
2017,S92000003,Transfer,45-64 years,Female,Subarachnoid Haemorrhage,430,55.65384859,55.58130082,Scotland
2017,S92000003,Transfer,45-64 years,Female,TIAs and related syndromes,173,22.39096699,22.42420285,Scotland
2017,S92000003,Transfer,65-74 years,All,Cerebrovascular Disease,4679,828.7341745,838.7126039,Scotland
2017,S92000003,Transfer,65-74 years,All,Stroke,3642,645.0630185,654.3832605,Scotland
2017,S92000003,Transfer,65-74 years,All,Subarachnoid Haemorrhage,224,39.67438664,39.15648025,Scotland
2017,S92000003,Transfer,65-74 years,All,TIAs and related syndromes,396,70.13864781,70.3115889,Scotland
2017,S92000003,Transfer,65-74 years,Male,Cerebrovascular Disease,2532,938.7304153,946.3417423,Scotland
2017,S92000003,Transfer,65-74 years,Male,Stroke,2066,765.9624953,771.6623988,Scotland
2017,S92000003,Transfer,65-74 years,Male,Subarachnoid Haemorrhage,61,22.61554318,23.03181188,Scotland
2017,S92000003,Transfer,65-74 years,Male,TIAs and related syndromes,187,69.32961598,69.67308969,Scotland
2017,S92000003,Transfer,65-74 years,Female,Cerebrovascular Disease,2147,728.1174755,731.0834655,Scotland
2017,S92000003,Transfer,65-74 years,Female,Stroke,1576,534.4728185,537.1041221,Scotland
2017,S92000003,Transfer,65-74 years,Female,Subarachnoid Haemorrhage,163,55.27859735,55.28114862,Scotland
2017,S92000003,Transfer,65-74 years,Female,TIAs and related syndromes,209,70.87869231,70.95008811,Scotland
2017,S92000003,Transfer,under75 years,All,Cerebrovascular Disease,9740,195.7069451,197.5749495,Scotland
2017,S92000003,Transfer,under75 years,All,Stroke,7005,140.7522742,142.7295738,Scotland
2017,S92000003,Transfer,under75 years,All,Subarachnoid Haemorrhage,960,19.2893909,19.02172182,Scotland
2017,S92000003,Transfer,under75 years,All,TIAs and related syndromes,849,17.05905507,17.03543238,Scotland
2017,S92000003,Transfer,under75 years,Male,Cerebrovascular Disease,5445,221.5391376,227.5659356,Scotland
2017,S92000003,Transfer,under75 years,Male,Stroke,4218,171.616544,176.4640597,Scotland
2017,S92000003,Transfer,under75 years,Male,Subarachnoid Haemorrhage,293,11.92120612,12.21376806,Scotland
2017,S92000003,Transfer,under75 years,Male,TIAs and related syndromes,451,18.34970634,18.64233855,Scotland
2017,S92000003,Transfer,under75 years,Female,Cerebrovascular Disease,4295,170.5025438,167.5839634,Scotland
2017,S92000003,Transfer,under75 years,Female,Stroke,2787,110.6380884,108.9950879,Scotland
2017,S92000003,Transfer,under75 years,Female,Subarachnoid Haemorrhage,667,26.47850914,25.82967558,Scotland
2017,S92000003,Transfer,under75 years,Female,TIAs and related syndromes,398,15.79977007,15.4285262,Scotland
2017,S92000003,Transfer,75plus years,All,Cerebrovascular Disease,9888,2207.285739,2199.063469,Scotland
2017,S92000003,Transfer,75plus years,All,Stroke,7790,1738.951852,1726.829487,Scotland
2017,S92000003,Transfer,75plus years,All,Subarachnoid Haemorrhage,139,31.02879427,29.87295849,Scotland
2017,S92000003,Transfer,75plus years,All,TIAs and related syndromes,1037,231.488199,229.1286902,Scotland
2017,S92000003,Transfer,75plus years,Male,Cerebrovascular Disease,3940,2158.963259,2231.047735,Scotland
2017,S92000003,Transfer,75plus years,Male,Stroke,3073,1683.88175,1737.538512,Scotland
2017,S92000003,Transfer,75plus years,Male,Subarachnoid Haemorrhage,38,20.82248829,21.69672897,Scotland
2017,S92000003,Transfer,75plus years,Male,TIAs and related syndromes,392,214.8004055,223.6338318,Scotland
2017,S92000003,Transfer,75plus years,Female,Cerebrovascular Disease,5948,2240.50385,2167.079204,Scotland
2017,S92000003,Transfer,75plus years,Female,Stroke,4717,1776.80845,1716.120463,Scotland
2017,S92000003,Transfer,75plus years,Female,Subarachnoid Haemorrhage,101,38.04487035,38.04918801,Scotland
2017,S92000003,Transfer,75plus years,Female,TIAs and related syndromes,645,242.9598156,234.6235486,Scotland
2017,S08000015,All,All,All,Cerebrovascular Disease,2982,805.0538592,736.7966731,Ayrshire and Arran
2017,S08000015,All,All,All,Stroke,1903,513.7550282,472.6030857,Ayrshire and Arran
2017,S08000015,All,All,All,Subarachnoid Haemorrhage,161,43.46534921,37.73306929,Ayrshire and Arran
2017,S08000015,All,All,All,TIAs and related syndromes,627,169.2718879,153.3543155,Ayrshire and Arran
2017,S08000015,All,All,Male,Cerebrovascular Disease,1437,809.0760655,796.6045842,Ayrshire and Arran
2017,S08000015,All,All,Male,Stroke,923,519.6779461,518.2109888,Ayrshire and Arran
2017,S08000015,All,All,Male,Subarachnoid Haemorrhage,46,25.8994426,23.35328421,Ayrshire and Arran
2017,S08000015,All,All,Male,TIAs and related syndromes,304,171.1615337,163.7589733,Ayrshire and Arran
2017,S08000015,All,All,Female,Cerebrovascular Disease,1545,801.3485477,676.988762,Ayrshire and Arran
2017,S08000015,All,All,Female,Stroke,980,508.2987552,426.9951825,Ayrshire and Arran
2017,S08000015,All,All,Female,Subarachnoid Haemorrhage,115,59.6473029,52.11285437,Ayrshire and Arran
2017,S08000015,All,All,Female,TIAs and related syndromes,323,167.5311203,142.9496578,Ayrshire and Arran
2017,S08000015,All,0-44 years,All,Cerebrovascular Disease,67,37.34192383,41.20095141,Ayrshire and Arran
2017,S08000015,All,0-44 years,All,Stroke,42,23.40837016,25.7044576,Ayrshire and Arran
2017,S08000015,All,0-44 years,All,Subarachnoid Haemorrhage,8,4.458737174,4.762394669,Ayrshire and Arran
2017,S08000015,All,0-44 years,All,TIAs and related syndromes,14,7.802790055,8.792837441,Ayrshire and Arran
2017,S08000015,All,0-44 years,Male,Cerebrovascular Disease,29,32.60441846,38.00672013,Ayrshire and Arran
2017,S08000015,All,0-44 years,Male,Stroke,17,19.11293496,22.15475308,Ayrshire and Arran
2017,S08000015,All,0-44 years,Male,Subarachnoid Haemorrhage,2,2.248580584,2.645232724,Ayrshire and Arran
2017,S08000015,All,0-44 years,Male,TIAs and related syndromes,8,8.994322334,10.56527968,Ayrshire and Arran
2017,S08000015,All,0-44 years,Female,Cerebrovascular Disease,38,41.99916002,44.39518269,Ayrshire and Arran
2017,S08000015,All,0-44 years,Female,Stroke,25,27.63102633,29.25416213,Ayrshire and Arran
2017,S08000015,All,0-44 years,Female,Subarachnoid Haemorrhage,6,6.631446318,6.879556615,Ayrshire and Arran
2017,S08000015,All,0-44 years,Female,TIAs and related syndromes,6,6.631446318,7.020395206,Ayrshire and Arran
2017,S08000015,All,45-64 years,All,Cerebrovascular Disease,782,715.4620311,711.9216428,Ayrshire and Arran
2017,S08000015,All,45-64 years,All,Stroke,447,408.9661482,410.0844697,Ayrshire and Arran
2017,S08000015,All,45-64 years,All,Subarachnoid Haemorrhage,86,78.68252516,76.42557187,Ayrshire and Arran
2017,S08000015,All,45-64 years,All,TIAs and related syndromes,193,176.5782251,174.8438554,Ayrshire and Arran
2017,S08000015,All,45-64 years,Male,Cerebrovascular Disease,447,861.8362704,847.9797619,Ayrshire and Arran
2017,S08000015,All,45-64 years,Male,Stroke,286,551.4209694,543.9067839,Ayrshire and Arran
2017,S08000015,All,45-64 years,Male,Subarachnoid Haemorrhage,31,59.76940578,58.11420554,Ayrshire and Arran
2017,S08000015,All,45-64 years,Male,TIAs and related syndromes,101,194.7325801,190.8864482,Ayrshire and Arran
2017,S08000015,All,45-64 years,Female,Cerebrovascular Disease,335,583.2781976,575.8635236,Ayrshire and Arran
2017,S08000015,All,45-64 years,Female,Stroke,161,280.3217606,276.2621556,Ayrshire and Arran
2017,S08000015,All,45-64 years,Female,Subarachnoid Haemorrhage,55,95.76209214,94.7369382,Ayrshire and Arran
2017,S08000015,All,45-64 years,Female,TIAs and related syndromes,92,160.1838632,158.8012626,Ayrshire and Arran
2017,S08000015,All,65-74 years,All,Cerebrovascular Disease,683,1478.931185,1489.558291,Ayrshire and Arran
2017,S08000015,All,65-74 years,All,Stroke,440,952.7521545,961.7861882,Ayrshire and Arran
2017,S08000015,All,65-74 years,All,Subarachnoid Haemorrhage,44,95.27521545,92.44278729,Ayrshire and Arran
2017,S08000015,All,65-74 years,All,TIAs and related syndromes,136,294.4870296,297.7802283,Ayrshire and Arran
2017,S08000015,All,65-74 years,Male,Cerebrovascular Disease,363,1645.43765,1652.465496,Ayrshire and Arran
2017,S08000015,All,65-74 years,Male,Stroke,244,1106.024206,1111.123476,Ayrshire and Arran
2017,S08000015,All,65-74 years,Male,Subarachnoid Haemorrhage,8,36.26308871,35.51853018,Ayrshire and Arran
2017,S08000015,All,65-74 years,Male,TIAs and related syndromes,77,349.0322288,350.8685417,Ayrshire and Arran
2017,S08000015,All,65-74 years,Female,Cerebrovascular Disease,320,1326.644832,1326.651086,Ayrshire and Arran
2017,S08000015,All,65-74 years,Female,Stroke,196,812.5699598,812.4489007,Ayrshire and Arran
2017,S08000015,All,65-74 years,Female,Subarachnoid Haemorrhage,36,149.2475436,149.3670444,Ayrshire and Arran
2017,S08000015,All,65-74 years,Female,TIAs and related syndromes,59,244.600141,244.6919149,Ayrshire and Arran
2017,S08000015,All,under75 years,All,Cerebrovascular Disease,1532,457.4431555,403.6388677,Ayrshire and Arran
2017,S08000015,All,under75 years,All,Stroke,929,277.3920963,245.6487268,Ayrshire and Arran
2017,S08000015,All,under75 years,All,Subarachnoid Haemorrhage,138,41.20571505,35.74831025,Ayrshire and Arran
2017,S08000015,All,under75 years,All,TIAs and related syndromes,343,102.4171034,90.49305261,Ayrshire and Arran
2017,S08000015,All,under75 years,Male,Cerebrovascular Disease,839,515.1284444,460.1616954,Ayrshire and Arran
2017,S08000015,All,under75 years,Male,Stroke,547,335.8465543,299.7437685,Ayrshire and Arran
2017,S08000015,All,under75 years,Male,Subarachnoid Haemorrhage,41,25.1731421,22.59135803,Ayrshire and Arran
2017,S08000015,All,under75 years,Male,TIAs and related syndromes,186,114.2001081,102.3421502,Ayrshire and Arran
2017,S08000015,All,under75 years,Female,Cerebrovascular Disease,693,402.8296897,347.11604,Ayrshire and Arran
2017,S08000015,All,under75 years,Female,Stroke,382,222.0504206,191.553685,Ayrshire and Arran
2017,S08000015,All,under75 years,Female,Subarachnoid Haemorrhage,97,56.38453087,48.90526248,Ayrshire and Arran
2017,S08000015,All,under75 years,Female,TIAs and related syndromes,157,91.26156028,78.64395503,Ayrshire and Arran
2017,S08000015,All,75plus years,All,Cerebrovascular Disease,1450,4083.931841,4105.392261,Ayrshire and Arran
2017,S08000015,All,75plus years,All,Stroke,974,2743.275595,2767.363826,Ayrshire and Arran
2017,S08000015,All,75plus years,All,Subarachnoid Haemorrhage,23,64.77960851,57.80118842,Ayrshire and Arran
2017,S08000015,All,75plus years,All,TIAs and related syndromes,284,799.8873398,788.9515297,Ayrshire and Arran
2017,S08000015,All,75plus years,Male,Cerebrovascular Disease,598,4057.538336,4198.416015,Ayrshire and Arran
2017,S08000015,All,75plus years,Male,Stroke,376,2551.228118,2727.157328,Ayrshire and Arran
2017,S08000015,All,75plus years,Male,Subarachnoid Haemorrhage,5,33.92590582,31.05720444,Ayrshire and Arran
2017,S08000015,All,75plus years,Male,TIAs and related syndromes,118,800.6513774,784.751296,Ayrshire and Arran
2017,S08000015,All,75plus years,Female,Cerebrovascular Disease,852,4102.662879,4012.368506,Ayrshire and Arran
2017,S08000015,All,75plus years,Female,Stroke,598,2879.568546,2807.570324,Ayrshire and Arran
2017,S08000015,All,75plus years,Female,Subarachnoid Haemorrhage,18,86.67597631,84.5451724,Ayrshire and Arran
2017,S08000015,All,75plus years,Female,TIAs and related syndromes,166,799.3451148,793.1517634,Ayrshire and Arran
2017,S08000015,Elective,All,All,Cerebrovascular Disease,64,17.27815124,15.91552964,Ayrshire and Arran
2017,S08000015,Elective,All,All,Stroke,6,1.619826679,1.384468618,Ayrshire and Arran
2017,S08000015,Elective,All,All,Subarachnoid Haemorrhage,3,0.809913339,0.678335122,Ayrshire and Arran
2017,S08000015,Elective,All,All,TIAs and related syndromes,3,0.809913339,0.731215725,Ayrshire and Arran
2017,S08000015,Elective,All,Male,Cerebrovascular Disease,41,23.08428579,21.79491186,Ayrshire and Arran
2017,S08000015,Elective,All,Male,Stroke,4,2.252125443,1.918762017,Ayrshire and Arran
2017,S08000015,Elective,All,Male,Subarachnoid Haemorrhage,1,0.563031361,0.482697163,Ayrshire and Arran
2017,S08000015,Elective,All,Male,TIAs and related syndromes,2,1.126062722,1.011199239,Ayrshire and Arran
2017,S08000015,Elective,All,Female,Cerebrovascular Disease,23,11.92946058,10.03614742,Ayrshire and Arran
2017,S08000015,Elective,All,Female,Stroke,2,1.037344398,0.850175219,Ayrshire and Arran
2017,S08000015,Elective,All,Female,Subarachnoid Haemorrhage,2,1.037344398,0.873973082,Ayrshire and Arran
2017,S08000015,Elective,All,Female,TIAs and related syndromes,1,0.518672199,0.451232211,Ayrshire and Arran
2017,S08000015,Elective,0-44 years,All,Cerebrovascular Disease,1,0.557342147,0.659419143,Ayrshire and Arran
2017,S08000015,Elective,0-44 years,All,Stroke,0,0,0,Ayrshire and Arran
2017,S08000015,Elective,0-44 years,All,Subarachnoid Haemorrhage,0,0,0,Ayrshire and Arran
2017,S08000015,Elective,0-44 years,All,TIAs and related syndromes,0,0,0,Ayrshire and Arran
2017,S08000015,Elective,0-44 years,Male,Cerebrovascular Disease,1,1.124290292,1.318838286,Ayrshire and Arran
2017,S08000015,Elective,0-44 years,Male,Stroke,0,0,0,Ayrshire and Arran
2017,S08000015,Elective,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,Ayrshire and Arran
2017,S08000015,Elective,0-44 years,Male,TIAs and related syndromes,0,0,0,Ayrshire and Arran
2017,S08000015,Elective,0-44 years,Female,Cerebrovascular Disease,0,0,0,Ayrshire and Arran
2017,S08000015,Elective,0-44 years,Female,Stroke,0,0,0,Ayrshire and Arran
2017,S08000015,Elective,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,Ayrshire and Arran
2017,S08000015,Elective,0-44 years,Female,TIAs and related syndromes,0,0,0,Ayrshire and Arran
2017,S08000015,Elective,45-64 years,All,Cerebrovascular Disease,21,19.21317475,18.71412862,Ayrshire and Arran
2017,S08000015,Elective,45-64 years,All,Stroke,3,2.74473925,2.678417563,Ayrshire and Arran
2017,S08000015,Elective,45-64 years,All,Subarachnoid Haemorrhage,1,0.914913083,0.910749365,Ayrshire and Arran
2017,S08000015,Elective,45-64 years,All,TIAs and related syndromes,1,0.914913083,0.85138153,Ayrshire and Arran
2017,S08000015,Elective,45-64 years,Male,Cerebrovascular Disease,11,21.20849882,20.33734778,Ayrshire and Arran
2017,S08000015,Elective,45-64 years,Male,Stroke,2,3.856090695,3.642997458,Ayrshire and Arran
2017,S08000015,Elective,45-64 years,Male,Subarachnoid Haemorrhage,1,1.928045348,1.821498729,Ayrshire and Arran
2017,S08000015,Elective,45-64 years,Male,TIAs and related syndromes,0,0,0,Ayrshire and Arran
2017,S08000015,Elective,45-64 years,Female,Cerebrovascular Disease,10,17.41128948,17.09090947,Ayrshire and Arran
2017,S08000015,Elective,45-64 years,Female,Stroke,1,1.741128948,1.713837668,Ayrshire and Arran
2017,S08000015,Elective,45-64 years,Female,Subarachnoid Haemorrhage,0,0,0,Ayrshire and Arran
2017,S08000015,Elective,45-64 years,Female,TIAs and related syndromes,1,1.741128948,1.702763061,Ayrshire and Arran
2017,S08000015,Elective,65-74 years,All,Cerebrovascular Disease,21,45.47226192,46.09097917,Ayrshire and Arran
2017,S08000015,Elective,65-74 years,All,Stroke,2,4.330691611,4.5398461470000004,Ayrshire and Arran
2017,S08000015,Elective,65-74 years,All,Subarachnoid Haemorrhage,2,4.330691611,4.161776579,Ayrshire and Arran
2017,S08000015,Elective,65-74 years,All,TIAs and related syndromes,1,2.165345806,2.219908136,Ayrshire and Arran
2017,S08000015,Elective,65-74 years,Male,Cerebrovascular Disease,12,54.39463306,54.87827327,Ayrshire and Arran
2017,S08000015,Elective,65-74 years,Male,Stroke,2,9.065772177,9.079692295,Ayrshire and Arran
2017,S08000015,Elective,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,Ayrshire and Arran
2017,S08000015,Elective,65-74 years,Male,TIAs and related syndromes,1,4.532886089,4.439816272,Ayrshire and Arran
2017,S08000015,Elective,65-74 years,Female,Cerebrovascular Disease,9,37.31188591,37.30368506,Ayrshire and Arran
2017,S08000015,Elective,65-74 years,Female,Stroke,0,0,0,Ayrshire and Arran
2017,S08000015,Elective,65-74 years,Female,Subarachnoid Haemorrhage,2,8.291530202,8.323553158,Ayrshire and Arran
2017,S08000015,Elective,65-74 years,Female,TIAs and related syndromes,0,0,0,Ayrshire and Arran
2017,S08000015,Elective,under75 years,All,Cerebrovascular Disease,43,12.83946194,11.15921235,Ayrshire and Arran
2017,S08000015,Elective,under75 years,All,Stroke,5,1.49296069,1.303807143,Ayrshire and Arran
2017,S08000015,Elective,under75 years,All,Subarachnoid Haemorrhage,3,0.895776414,0.745423211,Ayrshire and Arran
2017,S08000015,Elective,under75 years,All,TIAs and related syndromes,2,0.597184276,0.504073033,Ayrshire and Arran
2017,S08000015,Elective,under75 years,Male,Cerebrovascular Disease,24,14.73549781,13.03713025,Ayrshire and Arran
2017,S08000015,Elective,under75 years,Male,Stroke,4,2.455916302,2.108529689,Ayrshire and Arran
2017,S08000015,Elective,under75 years,Male,Subarachnoid Haemorrhage,1,0.613979076,0.530436443,Ayrshire and Arran
2017,S08000015,Elective,under75 years,Male,TIAs and related syndromes,1,0.613979076,0.512286493,Ayrshire and Arran
2017,S08000015,Elective,under75 years,Female,Cerebrovascular Disease,19,11.04439265,9.281294442,Ayrshire and Arran
2017,S08000015,Elective,under75 years,Female,Stroke,1,0.581283823,0.499084596,Ayrshire and Arran
2017,S08000015,Elective,under75 years,Female,Subarachnoid Haemorrhage,2,1.162567647,0.96040998,Ayrshire and Arran
2017,S08000015,Elective,under75 years,Female,TIAs and related syndromes,1,0.581283823,0.495859573,Ayrshire and Arran
2017,S08000015,Elective,75plus years,All,Cerebrovascular Disease,21,59.14659907,64.00718232,Ayrshire and Arran
2017,S08000015,Elective,75plus years,All,Stroke,1,2.816504718,2.200045761,Ayrshire and Arran
2017,S08000015,Elective,75plus years,All,Subarachnoid Haemorrhage,0,0,0,Ayrshire and Arran
2017,S08000015,Elective,75plus years,All,TIAs and related syndromes,1,2.816504718,3.027880726,Ayrshire and Arran
2017,S08000015,Elective,75plus years,Male,Cerebrovascular Disease,17,115.3480798,110.3458148,Ayrshire and Arran
2017,S08000015,Elective,75plus years,Male,Stroke,0,0,0,Ayrshire and Arran
2017,S08000015,Elective,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,Ayrshire and Arran
2017,S08000015,Elective,75plus years,Male,TIAs and related syndromes,1,6.785181164,6.055761451,Ayrshire and Arran
2017,S08000015,Elective,75plus years,Female,Cerebrovascular Disease,4,19.26132807,17.66854981,Ayrshire and Arran
2017,S08000015,Elective,75plus years,Female,Stroke,1,4.815332017,4.400091522,Ayrshire and Arran
2017,S08000015,Elective,75plus years,Female,Subarachnoid Haemorrhage,0,0,0,Ayrshire and Arran
2017,S08000015,Elective,75plus years,Female,TIAs and related syndromes,0,0,0,Ayrshire and Arran
2017,S08000015,Emergency,All,All,Cerebrovascular Disease,1360,367.1607138,335.3823652,Ayrshire and Arran
2017,S08000015,Emergency,All,All,Stroke,838,226.2357928,207.1246007,Ayrshire and Arran
2017,S08000015,Emergency,All,All,Subarachnoid Haemorrhage,56,15.11838233,13.59150703,Ayrshire and Arran
2017,S08000015,Emergency,All,All,TIAs and related syndromes,368,99.34936962,90.19764849,Ayrshire and Arran
2017,S08000015,Emergency,All,Male,Cerebrovascular Disease,672,378.3570745,368.4095712,Ayrshire and Arran
2017,S08000015,Emergency,All,Male,Stroke,413,232.531952,229.0198573,Ayrshire and Arran
2017,S08000015,Emergency,All,Male,Subarachnoid Haemorrhage,19,10.69759586,10.01231067,Ayrshire and Arran
2017,S08000015,Emergency,All,Male,TIAs and related syndromes,184,103.5977704,98.61834633,Ayrshire and Arran
2017,S08000015,Emergency,All,Female,Cerebrovascular Disease,688,356.846473,302.3551593,Ayrshire and Arran
2017,S08000015,Emergency,All,Female,Stroke,425,220.4356846,185.2293441,Ayrshire and Arran
2017,S08000015,Emergency,All,Female,Subarachnoid Haemorrhage,37,19.19087137,17.17070339,Ayrshire and Arran
2017,S08000015,Emergency,All,Female,TIAs and related syndromes,184,95.43568465,81.77695065,Ayrshire and Arran
2017,S08000015,Emergency,0-44 years,All,Cerebrovascular Disease,35,19.50697514,21.59231953,Ayrshire and Arran
2017,S08000015,Emergency,0-44 years,All,Stroke,20,11.14684294,12.30335033,Ayrshire and Arran
2017,S08000015,Emergency,0-44 years,All,Subarachnoid Haemorrhage,5,2.786710734,3.101545062,Ayrshire and Arran
2017,S08000015,Emergency,0-44 years,All,TIAs and related syndromes,9,5.016079321,5.566889767,Ayrshire and Arran
2017,S08000015,Emergency,0-44 years,Male,Cerebrovascular Disease,18,20.23722525,23.17466315,Ayrshire and Arran
2017,S08000015,Emergency,0-44 years,Male,Stroke,11,12.36719321,14.07552737,Ayrshire and Arran
2017,S08000015,Emergency,0-44 years,Male,Subarachnoid Haemorrhage,2,2.248580584,2.645232724,Ayrshire and Arran
2017,S08000015,Emergency,0-44 years,Male,TIAs and related syndromes,5,5.621451459,6.453903053,Ayrshire and Arran
2017,S08000015,Emergency,0-44 years,Female,Cerebrovascular Disease,17,18.7890979,20.00997591,Ayrshire and Arran
2017,S08000015,Emergency,0-44 years,Female,Stroke,9,9.947169478,10.53117329,Ayrshire and Arran
2017,S08000015,Emergency,0-44 years,Female,Subarachnoid Haemorrhage,3,3.315723159,3.557857401,Ayrshire and Arran
2017,S08000015,Emergency,0-44 years,Female,TIAs and related syndromes,4,4.420964212,4.67987648,Ayrshire and Arran
2017,S08000015,Emergency,45-64 years,All,Cerebrovascular Disease,380,347.6669716,346.2257221,Ayrshire and Arran
2017,S08000015,Emergency,45-64 years,All,Stroke,220,201.2808783,201.3680723,Ayrshire and Arran
2017,S08000015,Emergency,45-64 years,All,Subarachnoid Haemorrhage,27,24.70265325,24.13298893,Ayrshire and Arran
2017,S08000015,Emergency,45-64 years,All,TIAs and related syndromes,117,107.0448307,106.2242999,Ayrshire and Arran
2017,S08000015,Emergency,45-64 years,Male,Cerebrovascular Disease,215,414.5297497,407.8912633,Ayrshire and Arran
2017,S08000015,Emergency,45-64 years,Male,Stroke,136,262.2141673,258.4406966,Ayrshire and Arran
2017,S08000015,Emergency,45-64 years,Male,Subarachnoid Haemorrhage,9,17.35240813,16.86427283,Ayrshire and Arran
2017,S08000015,Emergency,45-64 years,Male,TIAs and related syndromes,62,119.5388116,117.2377316,Ayrshire and Arran
2017,S08000015,Emergency,45-64 years,Female,Cerebrovascular Disease,165,287.2862764,284.5601808,Ayrshire and Arran
2017,S08000015,Emergency,45-64 years,Female,Stroke,84,146.2548316,144.2954481,Ayrshire and Arran
2017,S08000015,Emergency,45-64 years,Female,Subarachnoid Haemorrhage,18,31.34032106,31.40170503,Ayrshire and Arran
2017,S08000015,Emergency,45-64 years,Female,TIAs and related syndromes,55,95.76209214,95.21086817,Ayrshire and Arran
2017,S08000015,Emergency,65-74 years,All,Cerebrovascular Disease,318,688.5799662,695.9441248,Ayrshire and Arran
2017,S08000015,Emergency,65-74 years,All,Stroke,191,413.5810489,418.6736799,Ayrshire and Arran
2017,S08000015,Emergency,65-74 years,All,Subarachnoid Haemorrhage,15,32.48018709,31.67802124,Ayrshire and Arran
2017,S08000015,Emergency,65-74 years,All,TIAs and related syndromes,88,190.5504309,192.4026106,Ayrshire and Arran
2017,S08000015,Emergency,65-74 years,Male,Cerebrovascular Disease,178,806.8537238,811.49363,Ayrshire and Arran
2017,S08000015,Emergency,65-74 years,Male,Stroke,110,498.6174697,501.5837335,Ayrshire and Arran
2017,S08000015,Emergency,65-74 years,Male,Subarachnoid Haemorrhage,4,18.13154435,17.75926509,Ayrshire and Arran
2017,S08000015,Emergency,65-74 years,Male,TIAs and related syndromes,48,217.5785323,218.9129138,Ayrshire and Arran
2017,S08000015,Emergency,65-74 years,Female,Cerebrovascular Disease,140,580.4071141,580.3946196,Ayrshire and Arran
2017,S08000015,Emergency,65-74 years,Female,Stroke,81,335.8069732,335.7636264,Ayrshire and Arran
2017,S08000015,Emergency,65-74 years,Female,Subarachnoid Haemorrhage,11,45.60341611,45.59677739,Ayrshire and Arran
2017,S08000015,Emergency,65-74 years,Female,TIAs and related syndromes,40,165.830604,165.8923074,Ayrshire and Arran
2017,S08000015,Emergency,under75 years,All,Cerebrovascular Disease,733,218.8680372,193.938244,Ayrshire and Arran
2017,S08000015,Emergency,under75 years,All,Stroke,431,128.6932115,114.2495437,Ayrshire and Arran
2017,S08000015,Emergency,under75 years,All,Subarachnoid Haemorrhage,47,14.03383049,12.52337212,Ayrshire and Arran
2017,S08000015,Emergency,under75 years,All,TIAs and related syndromes,214,63.89871755,56.43718029,Ayrshire and Arran
2017,S08000015,Emergency,under75 years,Male,Cerebrovascular Disease,411,252.3454001,226.1674,Ayrshire and Arran
2017,S08000015,Emergency,under75 years,Male,Stroke,257,157.7926224,141.4877598,Ayrshire and Arran
2017,S08000015,Emergency,under75 years,Male,Subarachnoid Haemorrhage,15,9.209686134,8.529869017,Ayrshire and Arran
2017,S08000015,Emergency,under75 years,Male,TIAs and related syndromes,115,70.60759369,63.2296291,Ayrshire and Arran
2017,S08000015,Emergency,under75 years,Female,Cerebrovascular Disease,322,187.1733912,161.7090879,Ayrshire and Arran
2017,S08000015,Emergency,under75 years,Female,Stroke,174,101.1433853,87.01132758,Ayrshire and Arran
2017,S08000015,Emergency,under75 years,Female,Subarachnoid Haemorrhage,32,18.60108235,16.51687523,Ayrshire and Arran
2017,S08000015,Emergency,under75 years,Female,TIAs and related syndromes,99,57.54709852,49.64473147,Ayrshire and Arran
2017,S08000015,Emergency,75plus years,All,Cerebrovascular Disease,627,1765.948458,1765.539591,Ayrshire and Arran
2017,S08000015,Emergency,75plus years,All,Stroke,407,1146.31742,1146.194622,Ayrshire and Arran
2017,S08000015,Emergency,75plus years,All,Subarachnoid Haemorrhage,9,25.34854246,24.3915378,Ayrshire and Arran
2017,S08000015,Emergency,75plus years,All,TIAs and related syndromes,154,433.7417265,431.5534937,Ayrshire and Arran
2017,S08000015,Emergency,75plus years,Male,Cerebrovascular Disease,261,1770.932284,1806.635968,Ayrshire and Arran
